date,open,high,low,close,volume
2020-01-02 04:00:00,93.21,93.21,93.21,93.21,20
2020-01-02 04:30:00,93.25,93.25,93.25,93.25,20
2020-01-02 05:00:00,93.25,93.25,93.25,93.25,0
2020-01-02 05:30:00,93.25,93.25,93.25,93.25,0
2020-01-02 06:00:00,93.25,93.25,93.25,93.25,0
2020-01-02 06:30:00,93.25,93.25,93.25,93.25,0
2020-01-02 07:00:00,93.24,93.34,93.24,93.34,637
2020-01-02 07:30:00,93.35,93.43,93.35,93.41,459
2020-01-02 08:00:00,93.06,93.48,92.39,93.46,870
2020-01-02 08:30:00,93.41,93.59,93.41,93.59,1501
2020-01-02 09:00:00,93.61,93.75,93.4,93.75,2716
2020-01-02 09:30:00,93.75,94.1,93.53,93.83,84096
2020-01-02 10:00:00,93.82,93.82,93.21,93.44,39318
2020-01-02 10:30:00,93.45,93.55,93.29,93.53,23535
2020-01-02 11:00:00,93.53,93.69,93.46,93.46,17408
2020-01-02 11:30:00,93.45,93.64,93.3,93.62,17674
2020-01-02 12:00:00,93.62,93.75,93.5,93.72,18022
2020-01-02 12:30:00,93.73,93.95,93.72,93.88,23704
2020-01-02 13:00:00,93.87,93.91,93.79,93.83,11989
2020-01-02 13:30:00,93.83,94.06,93.81,94.06,14369
2020-01-02 14:00:00,94.06,94.67,94.04,94.67,34975
2020-01-02 14:30:00,94.65,94.87,94.55,94.75,44289
2020-01-02 15:00:00,94.75,94.84,94.55,94.65,24703
2020-01-02 15:30:00,94.66,94.9,94.56,94.89,54487
2020-01-02 16:00:00,94.9,94.99,94.89,94.99,70263
2020-01-02 16:30:00,94.9,95.02,94.9,95.02,2286
2020-01-02 17:00:00,94.96,94.96,94.96,94.96,40
2020-01-02 17:30:00,94.96,94.96,94.96,94.96,0
2020-01-02 18:00:00,94.98,95.0,94.98,95.0,40
2020-01-02 18:30:00,95.0,95.0,94.96,94.96,65
2020-01-02 19:00:00,94.94,94.99,94.94,94.99,114
2020-01-02 19:30:00,94.96,94.99,94.96,94.99,203
2020-01-03 04:00:00,93.5,93.5,93.38,93.4,96
2020-01-03 04:30:00,93.4,93.4,93.4,93.4,20
2020-01-03 05:00:00,93.59,93.59,93.5,93.5,60
2020-01-03 05:30:00,93.36,93.36,93.01,93.01,264
2020-01-03 06:00:00,93.15,93.16,93.15,93.16,40
2020-01-03 06:30:00,93.15,93.15,93.0,93.14,562
2020-01-03 07:00:00,93.24,93.6,93.15,93.45,1859
2020-01-03 07:30:00,93.45,93.55,93.39,93.55,690
2020-01-03 08:00:00,93.4,93.8,93.1,93.75,3708
2020-01-03 08:30:00,93.65,93.67,93.55,93.58,1138
2020-01-03 09:00:00,93.58,93.65,93.15,93.3,3042
2020-01-03 09:30:00,93.23,94.17,93.23,93.65,99708
2020-01-03 10:00:00,93.67,93.97,93.48,93.83,37587
2020-01-03 10:30:00,93.85,93.97,93.67,93.69,20640
2020-01-03 11:00:00,93.7,93.83,93.53,93.72,16175
2020-01-03 11:30:00,93.71,93.82,93.68,93.77,10638
2020-01-03 12:00:00,93.77,94.17,93.77,94.04,21447
2020-01-03 12:30:00,94.04,94.31,94.02,94.16,15957
2020-01-03 13:00:00,94.17,94.17,93.75,93.91,14185
2020-01-03 13:30:00,93.91,93.91,93.55,93.79,15685
2020-01-03 14:00:00,93.8,93.84,93.58,93.67,11281
2020-01-03 14:30:00,93.66,93.81,93.65,93.79,10487
2020-01-03 15:00:00,93.8,93.9,93.68,93.69,17984
2020-01-03 15:30:00,93.69,93.8,93.53,93.75,46148
2020-01-03 16:00:00,93.75,93.75,93.65,93.65,54877
2020-01-03 16:30:00,93.67,93.75,93.61,93.62,981
2020-01-03 17:00:00,93.6,93.64,93.6,93.64,105
2020-01-03 17:30:00,93.64,93.64,93.64,93.64,0
2020-01-03 18:00:00,93.64,93.64,93.64,93.64,0
2020-01-03 18:30:00,93.64,93.64,93.64,93.64,0
2020-01-03 19:00:00,93.64,93.64,93.64,93.64,0
2020-01-03 19:30:00,93.61,93.61,93.57,93.57,53
2020-01-06 04:00:00,92.99,92.99,92.67,92.67,82
2020-01-06 04:30:00,92.7,92.81,92.7,92.81,99
2020-01-06 05:00:00,92.9,92.9,92.9,92.9,20
2020-01-06 05:30:00,92.89,92.89,92.85,92.85,60
2020-01-06 06:00:00,92.89,92.89,92.85,92.85,60
2020-01-06 06:30:00,92.9,92.95,92.9,92.95,69
2020-01-06 07:00:00,93.0,93.2,93.0,93.2,1027
2020-01-06 07:30:00,93.19,93.33,93.19,93.26,149
2020-01-06 08:00:00,93.0,93.18,93.0,93.16,611
2020-01-06 08:30:00,93.14,93.15,93.07,93.07,240
2020-01-06 09:00:00,93.1,93.2,92.98,93.05,924
2020-01-06 09:30:00,93.0,94.69,93.0,94.43,109824
2020-01-06 10:00:00,94.45,94.98,94.31,94.9,47651
2020-01-06 10:30:00,94.93,95.0,94.46,94.84,37568
2020-01-06 11:00:00,94.85,94.94,94.65,94.69,19500
2020-01-06 11:30:00,94.67,94.88,94.57,94.6,17479
2020-01-06 12:00:00,94.61,94.64,94.35,94.61,17789
2020-01-06 12:30:00,94.63,94.65,94.44,94.6,10065
2020-01-06 13:00:00,94.59,94.83,94.57,94.8,14907
2020-01-06 13:30:00,94.8,94.91,94.74,94.79,12918
2020-01-06 14:00:00,94.79,94.94,94.68,94.85,16708
2020-01-06 14:30:00,94.84,94.87,94.78,94.79,12067
2020-01-06 15:00:00,94.8,94.95,94.74,94.87,18735
2020-01-06 15:30:00,94.86,95.18,94.8,95.17,58093
2020-01-06 16:00:00,95.14,95.15,94.85,95.0,66510
2020-01-06 16:30:00,95.06,95.14,95.06,95.14,1213
2020-01-06 17:00:00,95.14,95.14,95.14,95.14,0
2020-01-06 17:30:00,95.14,95.14,95.14,95.14,16600
2020-01-06 18:00:00,95.01,95.01,95.01,95.01,20
2020-01-06 18:30:00,95.01,95.01,95.01,95.01,0
2020-01-06 19:00:00,95.01,95.01,95.01,95.01,0
2020-01-06 19:30:00,95.08,95.08,95.08,95.08,20
2020-01-07 04:00:00,95.46,95.46,95.46,95.46,20
2020-01-07 04:30:00,95.4,95.4,95.4,95.4,24
2020-01-07 05:00:00,95.33,95.33,95.2,95.2,40
2020-01-07 05:30:00,95.15,95.25,95.15,95.25,40
2020-01-07 06:00:00,95.31,95.32,95.31,95.32,87
2020-01-07 06:30:00,95.32,95.35,95.17,95.17,166
2020-01-07 07:00:00,95.2,95.45,95.2,95.35,942
2020-01-07 07:30:00,95.3,95.35,95.3,95.35,316
2020-01-07 08:00:00,95.4,95.4,94.91,95.25,2163
2020-01-07 08:30:00,95.26,95.26,95.05,95.05,1045
2020-01-07 09:00:00,95.1,95.22,95.05,95.21,785
2020-01-07 09:30:00,95.1,95.44,94.6,95.01,106861
2020-01-07 10:00:00,95.01,95.3,94.79,95.05,43363
2020-01-07 10:30:00,95.05,95.09,94.72,94.96,19939
2020-01-07 11:00:00,94.98,95.21,94.95,95.1,21523
2020-01-07 11:30:00,95.09,95.15,94.96,95.03,16034
2020-01-07 12:00:00,95.02,95.02,94.82,94.98,14918
2020-01-07 12:30:00,94.96,95.02,94.91,94.99,9661
2020-01-07 13:00:00,95.0,95.29,94.97,95.28,16111
2020-01-07 13:30:00,95.28,95.69,95.28,95.65,46178
2020-01-07 14:00:00,95.65,95.67,95.16,95.45,25730
2020-01-07 14:30:00,95.44,95.45,95.22,95.36,16343
2020-01-07 15:00:00,95.38,95.58,95.33,95.53,20682
2020-01-07 15:30:00,95.53,95.53,95.22,95.34,38388
2020-01-07 16:00:00,95.36,95.36,95.22,95.22,61345
2020-01-07 16:30:00,95.22,95.34,95.0,95.15,607
2020-01-07 17:00:00,95.34,95.34,95.34,95.34,23
2020-01-07 17:30:00,95.34,95.34,95.08,95.08,900
2020-01-07 18:00:00,95.05,95.1,94.56,94.63,1212
2020-01-07 18:30:00,94.65,94.69,93.65,93.75,1531
2020-01-07 19:00:00,93.7,93.7,92.9,92.9,1976
2020-01-07 19:30:00,92.93,93.2,92.75,93.15,1954
2020-01-08 04:00:00,94.8,94.85,94.8,94.85,85
2020-01-08 04:30:00,94.72,94.73,94.72,94.73,59
2020-01-08 05:00:00,94.99,94.99,94.99,94.99,25
2020-01-08 05:30:00,95.1,95.15,95.1,95.15,97
2020-01-08 06:00:00,95.15,95.15,95.15,95.15,0
2020-01-08 06:30:00,95.29,95.3,95.15,95.15,258
2020-01-08 07:00:00,95.08,95.16,94.94,95.01,1405
2020-01-08 07:30:00,94.98,95.15,94.98,95.1,562
2020-01-08 08:00:00,95.15,95.58,94.95,95.21,1772
2020-01-08 08:30:00,95.15,95.17,94.76,94.9,1432
2020-01-08 09:00:00,94.9,94.98,94.84,94.91,749
2020-01-08 09:30:00,94.9,95.55,94.78,95.2,75701
2020-01-08 10:00:00,95.2,95.3,94.8,94.97,31401
2020-01-08 10:30:00,94.97,95.05,94.32,94.58,33069
2020-01-08 11:00:00,94.6,95.21,94.46,95.14,25330
2020-01-08 11:30:00,95.13,95.51,94.93,95.15,51824
2020-01-08 12:00:00,95.14,95.28,94.91,95.13,23594
2020-01-08 12:30:00,95.13,95.25,94.97,95.18,11792
2020-01-08 13:00:00,95.19,95.22,95.1,95.2,7995
2020-01-08 13:30:00,95.19,95.22,94.91,95.0,9877
2020-01-08 14:00:00,95.0,95.05,94.85,94.88,13546
2020-01-08 14:30:00,94.88,95.05,94.84,95.0,11631
2020-01-08 15:00:00,95.03,95.29,94.96,95.28,19115
2020-01-08 15:30:00,95.29,95.3,94.53,94.6,37157
2020-01-08 16:00:00,94.6,95.1,94.6,94.7,40025
2020-01-08 16:30:00,94.6,94.69,94.6,94.69,1258
2020-01-08 17:00:00,94.68,94.68,94.63,94.63,456
2020-01-08 17:30:00,94.63,94.65,94.63,94.65,40
2020-01-08 18:00:00,94.65,94.77,94.65,94.77,252
2020-01-08 18:30:00,94.76,94.76,94.74,94.74,44
2020-01-08 19:00:00,94.76,94.78,94.76,94.78,40
2020-01-08 19:30:00,94.78,94.78,94.78,94.78,0
2020-01-09 05:00:00,95.34,95.37,95.25,95.26,80
2020-01-09 05:30:00,95.26,95.26,95.26,95.26,0
2020-01-09 06:00:00,95.3,95.3,95.28,95.3,80
2020-01-09 06:30:00,95.3,95.3,95.3,95.3,0
2020-01-09 07:00:00,95.28,95.4,95.25,95.26,783
2020-01-09 07:30:00,95.25,95.37,95.25,95.37,605
2020-01-09 08:00:00,95.25,95.48,94.83,95.45,1078
2020-01-09 08:30:00,95.45,95.48,95.41,95.45,1098
2020-01-09 09:00:00,95.45,95.5,95.38,95.5,1130
2020-01-09 09:30:00,95.49,95.89,95.13,95.5,93598
2020-01-09 10:00:00,95.49,95.67,95.21,95.61,36656
2020-01-09 10:30:00,95.63,95.72,95.54,95.61,23636
2020-01-09 11:00:00,95.59,95.62,95.33,95.35,19275
2020-01-09 11:30:00,95.36,95.66,95.33,95.57,14742
2020-01-09 12:00:00,95.55,95.56,95.15,95.24,18529
2020-01-09 12:30:00,95.23,95.23,94.79,95.19,28543
2020-01-09 13:00:00,95.19,95.27,94.92,95.07,17364
2020-01-09 13:30:00,95.07,95.2,94.98,95.17,11093
2020-01-09 14:00:00,95.16,95.2,94.99,95.03,8799
2020-01-09 14:30:00,95.05,95.13,94.89,95.03,15199
2020-01-09 15:00:00,95.04,95.06,94.89,95.03,10637
2020-01-09 15:30:00,95.02,95.11,94.87,95.05,29490
2020-01-09 16:00:00,95.05,95.06,95.0,95.05,44153
2020-01-09 16:30:00,95.06,95.06,95.05,95.05,567
2020-01-09 17:00:00,95.03,95.03,95.03,95.03,113
2020-01-09 17:30:00,95.05,95.05,95.05,95.05,93
2020-01-09 18:00:00,95.03,95.06,95.03,95.06,100
2020-01-09 18:30:00,95.06,95.06,95.06,95.06,40
2020-01-09 19:00:00,95.06,95.06,95.06,95.06,0
2020-01-09 19:30:00,95.09,95.17,95.09,95.17,677
2020-01-10 06:30:00,95.25,95.25,95.25,95.25,20
2020-01-10 07:00:00,95.3,95.3,95.25,95.3,108
2020-01-10 07:30:00,95.33,95.35,95.32,95.33,285
2020-01-10 08:00:00,95.3,95.36,95.25,95.25,546
2020-01-10 08:30:00,95.25,95.4,95.1,95.35,963
2020-01-10 09:00:00,95.26,95.3,95.13,95.3,1350
2020-01-10 09:30:00,95.27,95.35,94.53,94.92,59120
2020-01-10 10:00:00,94.89,95.0,94.68,94.92,20396
2020-01-10 10:30:00,94.9,95.05,94.78,94.91,24644
2020-01-10 11:00:00,94.9,95.03,94.89,94.95,15479
2020-01-10 11:30:00,94.93,94.93,94.75,94.77,13950
2020-01-10 12:00:00,94.73,94.73,94.32,94.66,23298
2020-01-10 12:30:00,94.67,94.68,94.49,94.5,13760
2020-01-10 13:00:00,94.5,94.58,94.33,94.36,14171
2020-01-10 13:30:00,94.37,94.44,94.19,94.41,16982
2020-01-10 14:00:00,94.41,94.49,94.13,94.16,17694
2020-01-10 14:30:00,94.17,94.32,94.15,94.3,15305
2020-01-10 15:00:00,94.28,94.33,94.11,94.28,14681
2020-01-10 15:30:00,94.27,94.28,94.0,94.15,45077
2020-01-10 16:00:00,94.16,94.16,94.13,94.13,33565
2020-01-10 16:30:00,94.13,94.16,94.1,94.14,1595
2020-01-10 17:00:00,94.14,94.14,94.11,94.11,71
2020-01-10 17:30:00,94.12,94.12,94.12,94.12,54
2020-01-10 18:00:00,94.14,94.15,94.14,94.15,200
2020-01-10 18:30:00,94.1,94.1,94.1,94.1,31
2020-01-10 19:00:00,94.1,94.1,94.1,94.1,0
2020-01-10 19:30:00,94.06,94.06,94.06,94.06,20
2020-01-13 04:00:00,94.48,94.48,94.48,94.48,44
2020-01-13 04:30:00,94.48,94.48,94.48,94.48,0
2020-01-13 05:00:00,94.47,94.47,94.47,94.47,20
2020-01-13 05:30:00,94.47,94.47,94.47,94.47,0
2020-01-13 06:00:00,94.47,94.47,94.47,94.47,0
2020-01-13 06:30:00,94.47,94.47,94.47,94.47,0
2020-01-13 07:00:00,94.5,94.55,94.5,94.55,183
2020-01-13 07:30:00,94.53,94.56,94.5,94.52,438
2020-01-13 08:00:00,94.51,94.58,94.41,94.53,981
2020-01-13 08:30:00,94.49,94.49,94.45,94.45,151
2020-01-13 09:00:00,94.5,94.69,94.47,94.69,935
2020-01-13 09:30:00,94.59,94.9,94.23,94.33,70861
2020-01-13 10:00:00,94.35,94.5,94.28,94.37,19789
2020-01-13 10:30:00,94.36,94.41,94.04,94.33,26509
2020-01-13 11:00:00,94.34,94.54,94.26,94.5,14753
2020-01-13 11:30:00,94.51,94.74,94.45,94.73,17661
2020-01-13 12:00:00,94.73,94.84,94.69,94.81,18984
2020-01-13 12:30:00,94.82,94.86,94.63,94.7,10110
2020-01-13 13:00:00,94.7,94.79,94.6,94.74,11582
2020-01-13 13:30:00,94.76,94.82,94.68,94.74,9640
2020-01-13 14:00:00,94.75,94.83,94.69,94.81,8367
2020-01-13 14:30:00,94.81,94.86,94.67,94.75,13417
2020-01-13 15:00:00,94.75,94.76,94.61,94.64,8407
2020-01-13 15:30:00,94.64,94.71,94.42,94.57,38866
2020-01-13 16:00:00,94.57,94.57,94.5,94.55,49581
2020-01-13 16:30:00,94.57,94.61,94.57,94.61,204
2020-01-13 17:00:00,94.57,94.57,94.57,94.57,100
2020-01-13 17:30:00,94.57,94.57,94.57,94.57,0
2020-01-13 18:00:00,94.57,94.57,94.57,94.57,2600
2020-01-13 18:30:00,94.65,94.65,94.65,94.65,60
2020-01-13 19:00:00,94.67,94.67,94.67,94.67,20
2020-01-13 19:30:00,94.68,94.68,94.63,94.63,400
2020-01-14 04:00:00,94.25,94.25,94.25,94.25,20
2020-01-14 04:30:00,94.25,94.25,94.25,94.25,0
2020-01-14 05:00:00,94.48,94.48,94.48,94.48,20
2020-01-14 05:30:00,94.48,94.48,94.48,94.48,0
2020-01-14 06:00:00,94.35,94.35,94.35,94.35,20
2020-01-14 06:30:00,94.35,94.35,94.35,94.35,0
2020-01-14 07:00:00,94.44,94.45,94.44,94.45,60
2020-01-14 07:30:00,94.52,94.55,94.5,94.5,164
2020-01-14 08:00:00,94.45,94.61,94.44,94.5,375
2020-01-14 08:30:00,94.47,94.47,94.41,94.44,358
2020-01-14 09:00:00,94.35,94.4,94.25,94.35,654
2020-01-14 09:30:00,94.29,94.36,92.94,93.02,97071
2020-01-14 10:00:00,93.01,93.66,92.93,93.48,40638
2020-01-14 10:30:00,93.5,93.65,93.27,93.41,19718
2020-01-14 11:00:00,93.41,93.7,93.39,93.65,15463
2020-01-14 11:30:00,93.65,93.84,93.57,93.71,17164
2020-01-14 12:00:00,93.73,93.78,93.61,93.66,10253
2020-01-14 12:30:00,93.66,93.74,93.46,93.48,10092
2020-01-14 13:00:00,93.46,93.57,93.42,93.53,10626
2020-01-14 13:30:00,93.55,93.63,93.23,93.36,26823
2020-01-14 14:00:00,93.35,93.45,93.17,93.43,17149
2020-01-14 14:30:00,93.43,93.55,93.26,93.29,14501
2020-01-14 15:00:00,93.29,93.36,93.16,93.28,13386
2020-01-14 15:30:00,93.26,93.5,93.19,93.46,31188
2020-01-14 16:00:00,93.47,93.5,93.45,93.48,50887
2020-01-14 16:30:00,93.48,93.5,93.47,93.5,685
2020-01-14 17:00:00,93.49,93.49,93.47,93.47,7101
2020-01-14 17:30:00,93.47,93.47,93.47,93.47,0
2020-01-14 18:00:00,93.47,93.47,93.47,93.47,0
2020-01-14 18:30:00,93.47,93.47,93.4,93.42,80
2020-01-14 19:00:00,93.39,93.39,93.25,93.36,173
2020-01-14 19:30:00,93.25,93.25,93.25,93.25,50
2020-01-15 04:30:00,93.3,93.3,93.3,93.3,24
2020-01-15 05:00:00,93.35,93.35,93.35,93.35,40
2020-01-15 05:30:00,93.35,93.35,93.35,93.35,0
2020-01-15 06:00:00,93.45,93.45,93.45,93.45,20
2020-01-15 06:30:00,93.36,93.36,93.36,93.36,20
2020-01-15 07:00:00,93.36,93.47,93.36,93.42,643
2020-01-15 07:30:00,93.47,93.6,93.47,93.6,277
2020-01-15 08:00:00,93.4,93.63,93.4,93.59,150
2020-01-15 08:30:00,93.54,93.55,93.35,93.4,1308
2020-01-15 09:00:00,93.46,93.59,93.44,93.59,612
2020-01-15 09:30:00,93.6,93.94,93.22,93.83,59939
2020-01-15 10:00:00,93.83,93.9,93.43,93.5,22648
2020-01-15 10:30:00,93.51,93.63,93.41,93.51,17966
2020-01-15 11:00:00,93.51,93.51,93.06,93.1,26338
2020-01-15 11:30:00,93.14,93.33,92.97,93.25,19141
2020-01-15 12:00:00,93.22,93.37,93.2,93.26,9734
2020-01-15 12:30:00,93.26,93.36,93.17,93.21,8683
2020-01-15 13:00:00,93.2,93.25,93.05,93.12,12853
2020-01-15 13:30:00,93.12,93.16,92.75,92.88,19128
2020-01-15 14:00:00,92.89,93.16,92.87,93.09,16427
2020-01-15 14:30:00,93.09,93.13,93.03,93.03,14211
2020-01-15 15:00:00,93.04,93.05,92.81,92.9,23087
2020-01-15 15:30:00,92.9,93.13,92.78,93.1,31503
2020-01-15 16:00:00,93.1,93.11,93.05,93.09,31583
2020-01-15 16:30:00,93.1,93.1,93.1,93.1,172
2020-01-15 17:00:00,93.12,93.13,93.12,93.13,140
2020-01-15 17:30:00,93.12,93.13,93.11,93.11,151
2020-01-15 18:00:00,93.14,93.3,93.14,93.3,302
2020-01-15 18:30:00,93.3,93.3,93.3,93.3,0
2020-01-15 19:00:00,93.27,93.27,93.27,93.27,20
2020-01-15 19:30:00,93.23,93.24,93.23,93.24,82
